round,client_id,pid_score,excluded,permanently_excluded
7,client_13,0.021139,False,False
7,client_14,0.012362,False,False
7,client_15,-0.001889,False,False
7,client_16,-0.005441,False,False
7,client_17,0.026921,False,False
7,client_18,-0.005927,False,False
7,client_19,0.026957,False,False
8,client_0,0.013557,False,False
8,client_1,0.012617,False,False
8,client_2,0.005510,False,False
8,client_3,0.007469,False,False
8,client_4,0.005902,False,False
8,client_5,0.018100,False,False
8,client_6,0.006042,False,False
8,client_7,-0.000385,False,False
8,client_8,0.031807,False,False
8,client_9,0.018419,False,False
8,client_10,-0.007702,False,False
8,client_11,0.012995,False,False
8,client_12,0.012838,False,False
8,client_13,0.013100,False,False
8,client_14,-0.001646,False,False
8,client_15,0.020872,False,False
8,client_16,0.006388,False,False
8,client_17,-0.005059,False,False
8,client_18,0.026395,False,False
8,client_19,0.015037,False,False
9,client_0,0.015974,False,False
9,client_1,-0.001009,False,False
9,client_2,0.021446,False,False
9,client_3,0.017621,False,False
9,client_4,0.006423,False,False
9,client_5,-0.000799,False,False
9,client_6,0.006742,False,False
9,client_7,0.006665,False,False
9,client_8,-0.008290,False,False
9,client_9,0.018066,False,False
9,client_10,0.033341,False,False
9,client_11,0.013038,False,False
9,client_12,0.013322,False,False
9,client_13,0.013011,False,False
9,client_14,0.006503,False,False
9,client_15,0.012795,False,False
9,client_16,0.026699,False,False
9,client_17,0.007239,False,False
9,client_18,-0.005386,False,False
9,client_19,0.015758,False,False
10,client_0,0.016406,False,False
10,client_1,0.022116,False,False
10,client_2,-0.001618,False,False
10,client_3,-0.000675,False,False
10,client_4,0.006661,False,False
10,client_5,0.006216,False,False
10,client_6,0.018554,False,False
10,client_7,0.006490,False,False
10,client_8,0.007713,False,False
10,client_9,0.019920,False,False
10,client_10,0.018829,False,False
10,client_11,0.013351,False,False
10,client_12,0.013337,False,False
10,client_13,0.013367,False,False
10,client_14,0.007200,False,False
10,client_15,0.013009,False,False
10,client_16,0.014933,False,False
10,client_17,0.007479,False,False
10,client_18,0.006495,False,False
10,client_19,0.015756,False,False
11,client_0,0.018982,False,False
11,client_1,-0.000603,False,False
11,client_2,0.006666,False,False
11,client_3,0.007195,False,False
11,client_4,0.006426,False,False
11,client_5,0.021644,False,False
11,client_6,-0.000725,False,False
11,client_7,0.007003,False,False
11,client_8,0.032724,False,False
11,client_9,0.007199,False,False
11,client_10,0.019486,False,False
11,client_11,0.014107,False,False
11,client_12,0.014046,False,False
11,client_13,0.013844,False,False
11,client_14,0.021566,False,False
11,client_15,-0.000046,False,False
11,client_16,-0.004037,False,False
11,client_17,0.026976,False,False
11,client_18,0.026954,False,False
11,client_19,-0.003451,False,False
12,client_0,0.015558,False,False
12,client_1,0.022111,False,False
12,client_2,0.007245,False,False
12,client_3,0.006675,False,False
12,client_4,0.007056,False,False
12,client_5,0.012011,False,False
12,client_6,0.007119,False,False
12,client_7,0.007040,False,False
12,client_8,0.018830,False,False
12,client_9,-0.000057,False,False
12,client_10,0.018577,False,False
12,client_11,0.013888,False,False
12,client_12,0.014018,False,False
12,client_13,0.013911,False,False
12,client_14,0.013520,False,False
12,client_15,0.007048,False,False
12,client_16,0.027170,False,False
12,client_17,-0.003865,False,False
12,client_18,0.015423,False,False
12,client_19,0.008478,False,False
13,client_0,0.019099,False,False
13,client_1,0.014506,False,False
13,client_2,0.007089,False,False
13,client_3,0.007413,False,False
13,client_4,0.006503,False,False
13,client_5,-0.000085,False,False
13,client_6,0.007467,False,False
13,client_7,0.006930,False,False
13,client_8,0.006835,False,False
13,client_9,0.036262,True,True
13,client_10,0.020302,False,False
13,client_11,0.014425,False,False
13,client_12,0.014528,False,False
13,client_13,0.014299,False,False
13,client_14,-0.000294,False,False
13,client_15,0.022529,False,False
13,client_16,0.015751,False,False
13,client_17,0.008488,False,False
13,client_18,-0.003533,False,False
13,client_19,0.027904,False,False
14,client_0,0.018839,False,False
14,client_1,0.014387,False,False
14,client_2,0.007692,False,False
14,client_3,0.007826,False,False
14,client_4,0.007614,False,False
14,client_5,0.007760,False,False
14,client_6,0.021271,False,False
14,client_7,0.007726,False,False
14,client_8,0.027252,False,False
14,client_10,0.020965,False,False
14,client_11,0.014743,False,False
14,client_12,0.014736,False,False
14,client_13,0.014356,False,False
14,client_14,0.022357,False,False
14,client_15,-0.000186,False,False
14,client_16,0.016246,False,False
14,client_17,0.008833,False,False
14,client_18,0.027460,False,False
14,client_19,-0.002458,False,False
15,client_0,0.017069,False,False
15,client_1,0.014537,False,False
15,client_2,0.006929,False,False
15,client_3,0.021948,False,False
15,client_4,0.007384,False,False
15,client_5,0.007263,False,False
15,client_6,-0.000516,False,False
15,client_7,0.006982,False,False
15,client_8,-0.007434,False,False
15,client_10,0.018473,False,False
15,client_11,0.014861,False,False
15,client_12,0.014886,False,False
15,client_13,0.014769,False,False
15,client_14,-0.000335,False,False
15,client_15,0.022280,False,False
15,client_16,0.016373,False,False
15,client_17,0.007291,False,False
15,client_18,-0.003923,False,False
15,client_19,0.028709,False,False
16,client_0,0.021083,False,False
16,client_1,0.014873,False,False
16,client_2,0.008031,False,False
16,client_3,-0.001019,False,False
16,client_4,0.020533,False,False
16,client_5,0.008561,False,False
16,client_6,0.008276,False,False
16,client_7,0.007876,False,False
16,client_8,0.009377,False,False
16,client_10,0.022853,False,False
16,client_11,0.015150,False,False
16,client_12,0.015634,False,False
16,client_13,0.001400,False,False
16,client_14,0.022962,False,False
16,client_15,0.014808,False,False
16,client_16,-0.002190,False,False
16,client_17,0.028150,False,False
16,client_18,0.008526,False,False
16,client_19,0.017286,False,False
17,client_0,0.018951,False,False
17,client_1,0.015246,False,False
17,client_2,0.007654,False,False
17,client_3,0.008522,False,False
17,client_4,0.017586,False,False
17,client_5,0.007683,False,False
17,client_6,0.008275,False,False
17,client_7,0.008025,False,False
17,client_8,0.009218,False,False
17,client_10,0.021181,False,False
17,client_11,0.015653,False,False
17,client_12,0.002100,False,False
17,client_13,0.023588,False,False
17,client_14,0.000666,False,False
17,client_15,0.000552,False,False
17,client_16,0.023642,False,False
17,client_17,0.017211,False,False
17,client_18,0.023255,False,False
17,client_19,0.017588,False,False
18,client_0,0.020946,False,False
18,client_1,0.015866,False,False
18,client_2,0.008545,False,False
18,client_3,0.008735,False,False
18,client_4,-0.001843,False,False
18,client_5,0.008217,False,False
18,client_6,0.036342,True,True
18,client_7,0.007150,False,False
18,client_8,0.009175,False,False
18,client_10,0.022183,False,False
18,client_11,0.015913,False,False
18,client_12,0.023830,False,False
18,client_13,0.015539,False,False
18,client_14,0.009258,False,False
18,client_15,0.009811,False,False
18,client_16,0.015286,False,False
18,client_17,0.017128,False,False
18,client_18,0.000815,False,False
18,client_19,0.018232,False,False
19,client_0,0.021408,False,False
19,client_1,0.015720,False,False
19,client_2,0.008218,False,False
19,client_3,0.008462,False,False
19,client_4,0.021324,False,False
19,client_5,0.008871,False,False
19,client_7,0.037092,True,True
19,client_8,0.010046,False,False
19,client_10,0.025759,False,False
19,client_11,0.016101,False,False
19,client_12,0.016160,False,False
19,client_13,0.002418,False,False
19,client_14,0.009460,False,False
19,client_15,0.022749,False,False
19,client_16,0.001415,False,False
19,client_17,0.012174,False,False
19,client_18,0.028395,False,False
19,client_19,0.018138,False,False
20,client_0,0.022619,False,False
20,client_1,0.016457,False,False
20,client_2,0.008256,False,False
20,client_3,0.009125,False,False
20,client_4,0.000600,False,False
20,client_5,0.037889,True,True
20,client_8,0.010138,False,False
20,client_10,0.022180,False,False
20,client_11,0.016633,False,False
20,client_12,0.016195,False,False
20,client_13,0.029195,False,False
20,client_14,0.023125,False,False
20,client_15,0.015732,False,False
20,client_16,0.010858,False,False
20,client_17,0.001807,False,False
20,client_18,-0.002297,False,False
20,client_19,0.019083,False,False
21,client_0,0.024688,False,False
21,client_1,0.016853,False,False
21,client_2,0.024028,False,False
21,client_3,0.008967,False,False
21,client_4,0.009920,False,False
21,client_8,0.009687,False,False
21,client_10,0.026590,False,False
21,client_11,0.016811,False,False
21,client_12,0.016738,False,False
21,client_13,0.013437,False,False
21,client_14,0.015745,False,False
21,client_15,0.002847,False,False
21,client_16,0.010170,False,False
21,client_17,0.028875,False,False
21,client_18,0.010495,False,False
21,client_19,0.018960,False,False
22,client_0,0.017294,False,False
22,client_1,0.016451,False,False
22,client_2,0.000168,False,False
22,client_3,0.008957,False,False
22,client_4,0.008813,False,False
22,client_8,0.028422,False,False
22,client_10,0.023142,False,False
22,client_11,0.017002,False,False
22,client_12,0.017090,False,False
22,client_13,0.022134,False,False
22,client_14,0.002016,False,False
22,client_15,0.023357,False,False
22,client_16,0.024330,False,False
22,client_17,-0.000700,False,False
22,client_18,0.009586,False,False
22,client_19,0.019312,False,False
23,client_0,0.022910,False,False
23,client_1,0.016697,False,False
23,client_2,0.009730,False,False
23,client_3,0.009031,False,False
23,client_4,0.009305,False,False
23,client_8,0.016536,False,False
23,client_10,0.025881,False,False
23,client_11,0.017212,False,False
23,client_12,0.016804,False,False
23,client_13,0.013886,False,False
23,client_14,0.011194,False,False
23,client_15,0.016627,False,False
23,client_16,0.003384,False,False
23,client_17,0.010964,False,False
23,client_18,0.029004,False,False
23,client_19,0.019662,False,False
24,client_0,0.022737,False,False
24,client_1,0.017880,False,False
24,client_2,0.009284,False,False
24,client_3,0.009062,False,False
24,client_4,0.010182,False,False
24,client_8,0.001400,False,False
24,client_10,0.024754,False,False
24,client_11,0.017840,False,False
24,client_12,0.018018,False,False
24,client_13,0.017520,False,False
24,client_14,0.010603,False,False
24,client_15,0.002379,False,False
24,client_16,0.024914,False,False
24,client_17,0.010489,False,False
24,client_18,0.018493,False,False
24,client_19,0.020199,False,False
25,client_0,0.026350,False,False
25,client_1,0.017538,False,False
25,client_2,0.009542,False,False
25,client_3,0.010453,False,False
25,client_4,0.009699,False,False
25,client_8,0.011319,False,False
25,client_10,0.026967,False,False
25,client_11,0.018183,False,False
25,client_12,0.018261,False,False
25,client_13,0.005386,False,False
25,client_14,0.023825,False,False
25,client_15,0.025075,False,False
25,client_16,0.021510,False,False
25,client_17,0.011296,False,False
25,client_18,-0.000190,False,False
25,client_19,0.020977,False,False
26,client_0,0.022863,False,False
26,client_1,0.005626,False,False
26,client_2,0.023014,False,False
26,client_3,0.009549,False,False
26,client_4,0.010178,False,False
26,client_8,0.011331,False,False
26,client_10,0.026738,False,False
26,client_11,0.017937,False,False
26,client_12,0.018432,False,False
26,client_13,0.030136,False,False
26,client_14,0.016812,False,False
26,client_15,0.017263,False,False
26,client_16,0.001730,False,False
26,client_17,0.011105,False,False
26,client_18,0.011435,False,False
26,client_19,0.020537,False,False
27,client_0,0.025278,False,False
27,client_1,0.025355,False,False
27,client_2,0.017752,False,False
27,client_3,0.010598,False,False
27,client_4,0.010219,False,False
27,client_8,0.011564,False,False
27,client_10,0.028793,False,False
27,client_11,0.018775,False,False
27,client_12,0.018324,False,False
27,client_13,0.015271,False,False
27,client_14,0.016983,False,False
27,client_15,0.004056,False,False
27,client_16,0.013166,False,False
27,client_17,0.030437,False,False
27,client_18,0.010991,False,False
27,client_19,0.021577,False,False
28,client_0,0.024914,False,False
28,client_1,0.004870,False,False
28,client_2,0.001838,False,False
28,client_3,0.009966,False,False
28,client_4,0.026826,False,False
28,client_8,0.012245,False,False
28,client_10,0.030171,False,False
28,client_11,0.019246,False,False
28,client_12,0.018602,False,False
28,client_13,0.018441,False,False
28,client_14,0.017326,False,False
28,client_15,0.011390,False,False
28,client_16,0.029934,False,False
28,client_17,0.001955,False,False
28,client_18,0.011128,False,False
28,client_19,0.021398,False,False
29,client_0,0.028106,False,False
29,client_1,0.027067,False,False
29,client_2,0.010491,False,False
29,client_3,0.010618,False,False
29,client_4,0.024649,False,False
29,client_8,0.041481,True,True
29,client_10,0.026216,False,False
29,client_11,0.018951,False,False
29,client_12,0.019751,False,False
29,client_13,0.018922,False,False
29,client_14,0.017107,False,False
29,client_15,0.012263,False,False
29,client_16,0.002433,False,False
29,client_17,0.012040,False,False
29,client_18,0.030448,False,False
29,client_19,0.022379,False,False
30,client_0,0.026268,False,False
30,client_1,0.019259,False,False
30,client_2,0.011401,False,False
30,client_3,0.010319,False,False
30,client_4,-0.001811,False,False
30,client_10,0.021656,False,False
30,client_11,0.019997,False,False
30,client_12,0.019483,False,False
30,client_13,0.019498,False,False
30,client_14,0.018372,False,False
30,client_15,0.013160,False,False
30,client_16,0.013162,False,False
30,client_17,0.030661,False,False
30,client_18,0.001478,False,False
30,client_19,0.021826,False,False
